date,identifier,start_time,start_count,peak_time,peak_count,end_time,end_count,scpeaks0-05,multi_flare_region_flag,region_resolved_flag,flare_class,background,amplitude,mu,sigma,tau,redchisq,rsquared,snr,fluence,sigma-by-tau,flare_type,duration
20221104,20221104aq,82785.0,9.56,82965.0,101.03,83655.0,13.85,1,False,True,B1,486.17,311.52,82874.65,61.21,329.99,106.529,0.883,134.37,4331.99,0.18549046940816388,B,870.0
20221104,20221104aa,8135.0,4.08,8455.0,42.79,8785.0,4.13,6,False,True,A4,414.51,43.39,8435.23,147.99,25.0,199.63,0.571,60.91,1789.12,5.9196,A,650.0
20221104,20221104ap,80175.0,49.67,80575.0,507.6,82615.0,129.8,1,False,True,B5,434.21,2114.62,80434.14,175.5,1230.74,761.981,0.952,594.35,19913.89,0.1425971366819962,B,2440.0
20221104,20221104ao,72505.0,10.25,73475.0,103.02,75295.0,70.03,6,True,True,B1,326.08,513.42,73015.0,364.05,3518.37,189.323,0.822,292.76,7879.08,0.10347120967948227,B,2790.0
20221104,20221104an,71875.0,0.0,74915.0,20.66,75295.0,11.98,6,True,True,A2,326.08,20.89,74863.92,357.32,54.72,189.323,0.248,19.31,532.73,6.529970760233918,F,3420.0
20221104,20221104al,67835.0,98.52,67945.0,797.72,68545.0,80.52,2,True,True,B7,321.35,2834.86,67885.14,38.63,252.3,316.959,0.991,764.71,25417.4,0.15311137534680935,B,710.0
20221104,20221104am,64975.0,35.54,66105.0,137.88,69445.0,40.37,2,True,True,B1,321.35,414.99,65385.0,481.85,2512.16,316.959,0.81,881.03,23972.47,0.1918070505063372,B,4470.0
20221104,20221104ak,61795.0,9.96,62155.0,96.99,62345.0,92.12,3,False,True,A9,391.4,1295.65,61924.45,99.06,3043.35,71.219,0.965,142.96,4218.95,0.032549657449849674,B,550.0
20221104,20221104aj,58735.0,432.06,59275.0,444.71,61255.0,403.97,3,False,True,B4,0.0,469.62,58615.0,3362.39,1141.86,106.261,0.708,2342.16,48569.32,2.944660466256809,A,2520.0
20221104,20221104ai,57675.0,12.65,57935.0,28.07,58365.0,2.93,2,False,True,A2,446.31,28.59,57892.88,199.6,39.31,161.988,0.551,39.77,1204.74,5.077588399898244,A,690.0
20221104,20221104ah,51175.0,97.04,52175.0,157.67,54295.0,71.75,6,False,True,B1,306.62,285.55,51345.0,820.44,1898.6,143.02,0.868,738.77,20059.99,0.4321289371115559,B,3120.0
20221104,20221104ag,50565.0,0.0,50615.0,10.53,50735.0,1.02,1,False,True,A1,434.96,768.92,50609.96,0.31,51.44,68.973,-0.01,1.6,47.74,0.006026438569206843,F,170.0
20221104,20221104af,44815.0,0.0,47505.0,25.67,48145.0,24.79,3,True,True,A2,368.59,148855.25,47495.87,1.27,18438.72,103.078,0.584,65.16,1812.23,6.887679838947605e-05,F,3330.0
20221104,20221104ae,44815.0,0.0,47115.0,88.31,47915.0,9.04,3,True,True,A8,368.59,89.6,47048.92,369.43,64.69,103.078,0.899,275.59,7817.51,5.710774462822693,A,3100.0
20221104,20221104ad,37975.0,0.0,39745.0,254.79,40625.0,25.25,1,False,True,B2,414.2,327.75,39554.13,265.2,272.79,298.776,0.97,606.78,19158.39,0.9721763994281314,B,2650.0
20221104,20221104ac,36365.0,28.46,36455.0,63.91,36615.0,5.99,3,False,True,A6,396.58,65.8,36439.38,70.12,17.84,516.749,0.6,35.83,1040.94,3.9304932735426013,A,250.0
20221104,20221104ab,18055.0,0.0,18385.0,56.73,18565.0,5.61,2,False,True,A5,421.37,57.35,18369.76,84.13,12.21,495.797,0.501,46.52,1381.57,6.89025389025389,A,510.0
20221103,20221103aa,9895.0,20.68,10795.0,140.85,12445.0,13.98,5,False,True,B1,483.72,165.29,10966.36,584.75,144.28,1586.55,0.473,263.3,7981.56,4.0528832825062375,A,2550.0
20221103,20221103ai,73685.0,5.37,73975.0,48.63,76375.0,17.8,3,True,True,A4,345.54,596.64,73791.43,83.92,2350.88,99.071,0.75,172.94,4684.38,0.03569727080922888,B,2690.0
20221103,20221103aj,73035.0,0.0,76365.0,2.98,76375.0,2.13,3,True,True,sub-A,345.54,3.86,76008.56,285.38,29.76,99.071,-0.051,16.12,438.12,9.589381720430106,F,3340.0
20221103,20221103ak,73035.0,0.0,73505.0,23.73,74515.0,2.39,3,True,True,A2,345.54,14375.6,73502.22,0.29,439.74,99.071,0.142,56.0,1491.58,0.0006594806021740119,F,1480.0
20221103,20221103ah,70355.0,6.93,70565.0,62.88,70625.0,62.09,1,False,True,A6,331.66,1691.35,70422.76,54.32,3500.66,62.192,0.928,49.14,1319.51,0.015517073923203053,B,270.0
20221103,20221103ag,62605.0,29.0,62815.0,303.13,63315.0,30.08,1,False,True,B3,390.74,560.66,62729.57,79.59,191.96,144.077,0.985,334.21,10460.98,0.4146176286726401,B,710.0
20221103,20221103af,53135.0,14.64,53205.0,259.79,54725.0,1.06,1,False,True,B2,320.12,1868.09,53164.61,17.93,275.76,414.695,0.921,162.0,4732.37,0.0650203075137801,B,1590.0
20221103,20221103ae,31565.0,11.72,33525.0,118.06,35125.0,25.88,1,False,True,B1,541.34,120.31,33349.07,898.32,181.15,90.893,0.939,448.44,15163.68,4.958984267181894,A,3560.0
20221103,20221103ab,26485.0,36.05,26825.0,339.58,28025.0,222.48,3,True,True,B3,577.83,4198.29,26610.26,97.04,2741.37,4683.587,0.847,1046.03,39538.53,0.03539835921455331,B,1540.0
20221103,20221103ad,23575.0,0.0,26345.0,440.86,26905.0,43.3,3,True,True,B4,577.83,446.26,26303.47,256.74,41.01,4683.587,0.754,30.55,3319.28,6.260424286759328,A,3330.0
20221103,20221103ac,23575.0,0.0,24325.0,0.0,26305.0,0.0,3,True,True,sub-A,577.83,0.0,24262.57,399.97,67.47,4683.587,-0.497,-334.96,-10740.87,5.928116199792501,F,2730.0
20221102,20221102ak,84675.0,7.07,84875.0,82.99,86025.0,62.79,2,True,True,A8,307.87,2845.08,84743.1,49.09,4068.76,108.644,0.924,355.55,9317.22,0.012065100915266568,B,1350.0
20221102,20221102aj,82845.0,42.35,84325.0,419.49,85825.0,42.43,2,True,True,B4,307.87,432.57,84153.57,674.14,176.84,108.644,0.995,1251.64,37621.91,3.81214657317349,A,2980.0
20221102,20221102ai,75055.0,49.21,75875.0,487.69,78925.0,50.2,1,False,True,B4,324.48,1310.86,75471.32,286.59,1271.01,387.849,0.979,1388.52,41834.5,0.22548209691505178,B,3870.0
20221102,20221102ah,71135.0,4.79,71405.0,48.49,71825.0,38.65,3,False,True,A4,317.7,482.78,71238.47,77.19,1720.11,52.414,0.898,103.03,2684.78,0.04487503706158327,B,690.0
20221102,20221102ag,67135.0,0.0,68385.0,27.75,70085.0,0.11,6,False,True,A2,327.97,16.75,68585.63,452.75,57.1,168.303,0.171,77.73,2024.97,7.92907180385289,F,2950.0
20221102,20221102af,60895.0,82.86,61705.0,170.36,64135.0,118.59,5,False,True,B1,195.65,817.15,61025.0,533.61,4938.5,73.839,0.844,1149.61,26423.78,0.10805102763997165,B,3240.0
20221102,20221102ae,46975.0,5.72,47295.0,62.01,49855.0,11.37,7,True,True,A6,374.76,451.5,47107.15,94.75,1484.8,337.717,0.482,108.73,3113.02,0.06381330818965518,B,2880.0
20221102,20221102ad,46175.0,7.98,46685.0,77.68,47205.0,7.71,7,True,True,A7,374.76,79.2,46638.98,235.75,48.21,337.717,0.691,160.74,4567.47,4.89006430201203,A,1030.0
20221102,20221102ac,41665.0,8.95,43425.0,51.4,43425.0,51.4,11,False,True,A5,325.37,80.95,42688.71,793.35,1385.8,120.955,0.805,209.77,5519.06,0.5724852071005917,F,1760.0
20221102,20221102aa,3535.0,217.46,4755.0,237.55,7135.0,170.3,9,False,True,B2,81.18,240.92,4275.62,2870.96,495.39,56.466,0.903,2694.2,51310.03,5.795353156099235,A,3600.0
20221102,20221102ab,25735.0,99.97,26075.0,120.92,28615.0,20.2,5,False,True,B1,284.95,275.62,25595.0,374.77,1292.73,61.315,0.961,374.1,9562.71,0.2899058581451656,B,2880.0
20221101,20221101ao,76515.0,4.78,76775.0,51.17,78775.0,6.42,4,True,True,A5,310.01,292.15,76627.53,80.07,944.98,99.392,0.769,79.32,2059.57,0.0847319519989841,B,2260.0
20221101,20221101an,76035.0,13.83,76175.0,134.45,76555.0,13.56,4,True,True,B1,310.01,271.24,76114.89,53.13,149.56,99.392,0.924,125.85,3352.71,0.3552420433270928,B,520.0
20221101,20221101am,72435.0,2.62,72835.0,27.39,73045.0,15.28,4,True,True,A2,304.75,30.5,72753.64,173.42,96.27,49.539,0.697,43.83,1104.06,1.8013919185623766,B,610.0
20221101,20221101aj,72285.0,4.01,73045.0,40.66,73045.0,40.66,4,True,True,A4,304.75,104.07,72994.86,422.79,1103.76,49.539,0.774,59.64,1506.97,0.3830452272233094,F,760.0
20221101,20221101ak,71935.0,0.0,72435.0,0.0,73005.0,0.0,4,True,True,sub-A,304.75,4.84,72431.32,0.09,248.61,49.539,-0.001,1.07,30.73,0.0003620127911186195,F,1070.0
20221101,20221101al,71935.0,0.0,72025.0,0.0,72035.0,0.0,4,True,True,sub-A,304.75,21.89,72017.5,0.14,0.2,49.539,-0.001,-0.24,-5.63,0.7000000000000001,F,100.0
20221101,20221101ai,68995.0,5.19,69465.0,49.96,71245.0,3.48,6,False,True,A4,317.58,120.45,69239.68,167.9,632.27,77.212,0.834,133.42,3467.62,0.2655511094943616,B,2250.0
20221101,20221101ah,62805.0,8.04,64135.0,80.79,65265.0,8.02,3,False,True,A8,417.17,83.32,63935.94,563.57,95.0,422.968,0.604,161.82,4833.49,5.932315789473685,A,2460.0
20221101,20221101ag,61215.0,5.83,61315.0,22.22,61455.0,2.02,2,False,True,A2,410.89,22.64,61305.39,61.5,12.15,308.552,0.203,11.07,321.2,5.061728395061729,F,240.0
20221101,20221101af,50005.0,52.61,50315.0,543.29,50655.0,52.85,1,False,True,B5,392.23,606.64,50249.03,133.47,75.14,1352.341,0.953,567.17,19361.78,1.776284269363854,B,650.0
20221101,20221101ae,25885.0,2.33,26145.0,21.65,26415.0,2.29,6,False,True,A2,310.44,22.12,26122.71,122.57,26.18,138.653,0.377,28.64,724.63,4.681818181818182,F,530.0
20221101,20221101ad,22715.0,63.77,22825.0,582.83,23135.0,58.3,1,False,True,B5,357.54,1241.56,22773.74,40.31,124.47,1546.535,0.955,351.75,11553.49,0.3238531373021612,B,420.0
20221101,20221101ab,19495.0,3.06,20185.0,30.3,20185.0,30.3,6,True,False,A3,280.79,221.17,20059.31,365.22,3891.61,39.394,0.666,40.29,972.97,0.09384804746621579,F,690.0
20221101,20221101aa,18985.0,4.16,19565.0,42.64,20185.0,10.52,6,True,False,A4,280.79,58.4,19380.81,236.87,293.73,39.394,0.846,126.7,3089.66,0.8064208626970346,B,1200.0
20221101,20221101ac,18915.0,1.8,19225.0,16.97,20185.0,14.4,6,True,False,A1,280.79,500.71,19016.46,80.0,5676.42,39.394,0.489,76.97,1852.97,0.014093389847826623,B,1270.0
20221031,20221031am,79155.0,0.57,79235.0,8.57,80005.0,0.86,7,True,True,sub-A,304.33,60.01,79189.72,22.16,331.78,62.297,0.085,13.23,331.54,0.06679124721200796,F,850.0
20221031,20221031al,77455.0,6.84,77615.0,81.63,79135.0,0.37,7,True,True,A8,304.33,244.83,77536.48,53.16,275.75,62.297,0.894,97.97,2532.26,0.1927833182230281,B,1680.0
20221031,20221031an,76975.0,40.53,77985.0,103.5,79805.0,10.41,7,True,True,B1,304.33,105.96,77927.72,788.85,151.57,62.297,0.948,360.66,9407.42,5.204525961601901,A,2830.0
20221031,20221031ai,54735.0,5.33,55205.0,53.71,55675.0,5.51,4,True,True,A5,440.18,55.08,55155.26,213.87,50.28,157.347,0.585,99.35,3016.1,4.2535799522673035,A,940.0
20221031,20221031ak,54735.0,320.12,54735.0,320.12,58575.0,32.01,4,True,True,B3,440.18,325.75,54239.24,1872.31,267.91,157.347,0.989,1597.35,53642.25,6.988578253891231,F,3840.0
20221031,20221031aj,54735.0,14.27,56545.0,132.92,58865.0,13.24,4,True,True,B1,440.18,152.28,56207.42,837.95,530.73,157.347,0.921,605.23,18848.45,1.5788630753867314,B,4130.0
20221031,20221031ah,48075.0,40.18,48675.0,384.74,50575.0,65.4,1,False,True,B3,568.11,1092.67,48373.54,209.56,1006.44,523.846,0.975,951.68,36097.21,0.20821906919438812,B,2500.0
20221031,20221031ag,44135.0,0.64,44275.0,5.74,44425.0,0.57,3,True,True,sub-A,508.92,5.83,44266.02,67.24,12.05,747.694,-0.217,1.07,35.32,5.580082987551866,F,290.0
20221031,20221031af,43895.0,0.0,44065.0,0.0,44595.0,0.0,3,True,True,sub-A,508.92,0.0,43982.03,59.92,216.34,747.694,-0.242,-15.92,-502.51,0.27697143385411854,F,700.0
20221031,20221031ae,43355.0,14.95,43795.0,59.41,44355.0,6.04,3,True,True,A5,508.92,60.31,43745.96,259.06,46.02,747.694,0.515,123.86,4050.68,5.62929161234246,A,1000.0
20221031,20221031ad,40435.0,36.89,40845.0,71.05,41635.0,6.97,5,False,True,A7,536.9,72.53,40776.72,355.23,74.88,177.167,0.835,122.74,4134.07,4.743990384615385,A,1200.0
20221031,20221031ac,29265.0,0.92,29575.0,8.95,29905.0,0.92,2,True,True,sub-A,553.4,9.38,29536.21,142.95,47.0,273.092,-0.019,12.69,426.91,3.0414893617021272,F,640.0
20221031,20221031ab,27895.0,0.0,29075.0,61.02,29895.0,6.2,2,True,True,A6,553.4,61.78,29013.3,378.6,60.94,273.092,0.699,87.68,2973.96,6.212668198227766,A,2000.0
20221031,20221031aa,1085.0,11.5,1265.0,100.7,2385.0,10.33,3,False,True,B1,367.89,419.2,1164.07,59.75,479.01,77.266,0.926,202.6,5708.76,0.12473643556501952,B,1300.0
20221030,20221030ae,8905.0,14.29,9245.0,150.21,10105.0,14.99,1,False,True,B1,416.4,294.35,9100.25,125.84,337.06,72.049,0.972,284.51,8613.71,0.37334599181154693,B,1200.0
20221030,20221030ax,76915.0,8.08,78345.0,79.42,81635.0,21.78,9,False,True,A7,361.82,222.65,77628.76,495.43,2335.59,72.283,0.859,538.94,14923.38,0.21212199058910167,B,4720.0
20221030,20221030aw,72545.0,2.75,72655.0,26.65,72905.0,2.55,2,True,True,A2,390.54,49.63,72605.91,39.9,96.98,573.269,-0.07,17.63,499.37,0.41142503608991543,F,360.0
20221030,20221030av,70005.0,30.51,70535.0,311.16,72495.0,20.95,2,True,True,B3,390.54,727.92,70289.27,190.22,683.58,573.269,0.949,867.81,27476.2,0.2782702829222622,B,2490.0
20221030,20221030ac,6445.0,29.07,6635.0,328.92,8065.0,28.26,3,True,True,B3,415.87,1609.3,6529.52,58.38,572.15,397.048,0.97,461.06,15133.06,0.10203617932360395,B,1620.0
20221030,20221030ad,6105.0,5.33,6315.0,52.54,6525.0,4.89,3,True,True,A5,415.87,53.26,6297.06,95.75,16.16,397.048,0.408,48.68,1443.9,5.925123762376238,A,420.0
20221030,20221030au,55265.0,10.03,55315.0,24.72,55525.0,2.35,2,False,True,A2,363.49,55.23,55279.24,25.35,84.13,95.268,0.437,12.47,340.89,0.301319386663497,B,260.0
20221030,20221030at,44735.0,18.03,44825.0,211.26,45055.0,20.14,2,False,True,B2,361.89,419.04,44787.1,32.48,88.88,80.716,0.973,109.48,3215.29,0.3654365436543654,B,320.0
20221030,20221030as,40955.0,49.93,41425.0,296.74,43865.0,14.62,1,False,True,B2,378.04,767.44,41170.82,185.04,775.17,270.609,0.964,808.57,24780.96,0.2387089283641008,B,2910.0
20221030,20221030ar,37155.0,1.79,37425.0,18.57,37855.0,14.1,3,True,True,A1,360.4,150.38,37264.84,80.52,1423.96,85.269,0.396,37.79,1028.55,0.056546532205960835,B,700.0
20221030,20221030aq,35435.0,0.0,35485.0,0.0,36705.0,0.0,3,True,True,sub-A,360.4,0.0,35456.35,14.98,342.48,85.269,-0.004,-5.58,-147.37,0.043739780425134316,F,1270.0
20221030,20221030ap,35405.0,20.79,36705.0,209.4,37855.0,74.89,3,True,True,B2,360.4,319.81,36200.02,492.33,796.77,85.269,0.985,607.59,17931.91,0.617907300726684,B,2450.0
20221030,20221030ao,27835.0,10.69,28375.0,110.71,31565.0,48.53,5,False,True,B1,337.84,1204.45,28043.02,154.16,3787.67,96.867,0.861,694.64,19044.61,0.040700483410645596,B,3730.0
20221030,20221030ab,2385.0,3.1,2715.0,28.95,2955.0,17.82,2,True,True,A2,493.24,56.45,2570.54,124.5,330.68,73.188,0.63,36.1,1149.27,0.3764969154469578,B,570.0
20221030,20221030ak,23075.0,17.53,23515.0,168.71,23975.0,16.98,4,True,True,B1,389.69,175.13,23462.28,202.68,59.25,73.441,0.978,286.49,8600.94,3.4207594936708863,A,900.0
20221030,20221030al,22865.0,7.2,23075.0,75.18,23305.0,6.84,4,True,True,A7,389.69,81.54,23037.98,92.5,42.87,73.441,0.848,63.45,1833.61,2.157686027525076,B,440.0
20221030,20221030am,22425.0,4.14,22785.0,43.12,23295.0,4.24,4,True,True,A4,389.69,56.93,22673.59,146.32,163.22,73.441,0.736,69.45,1980.23,0.896458767307928,B,870.0
20221030,20221030an,22385.0,13.25,22405.0,13.29,23165.0,1.35,4,True,True,A1,389.69,15.76,22253.63,266.03,202.75,73.441,0.247,21.2,599.55,1.3121085080147965,F,780.0
20221030,20221030aj,19755.0,5.34,20235.0,54.53,21025.0,5.41,5,False,True,A5,424.17,79.21,20067.56,190.53,275.73,80.153,0.832,125.7,3675.67,0.6910020672396909,B,1270.0
20221030,20221030aa,1945.0,2.57,2085.0,32.42,2955.0,30.1,2,True,True,A3,493.24,4917.39,1988.52,30.75,11585.33,73.188,0.716,94.63,3006.39,0.0026542187404243124,B,1010.0
20221030,20221030ai,16675.0,2.52,17035.0,24.94,17255.0,12.73,2,False,True,A2,423.83,31.38,16929.77,149.56,142.9,68.169,0.587,34.97,1030.27,1.0466060181945416,B,580.0
20221030,20221030af,13355.0,7.36,14275.0,72.25,16135.0,30.6,8,True,True,A7,386.77,197.62,13915.82,381.34,1642.8,65.298,0.875,257.12,7365.93,0.2321280740199659,B,2780.0
20221030,20221030ag,12785.0,3.54,13205.0,37.2,13655.0,3.6,8,True,True,A3,386.77,39.85,13138.25,186.73,78.07,65.298,0.647,62.98,1785.31,2.39182784680415,B,870.0
20221030,20221030ah,12325.0,0.0,15385.0,13.6,15655.0,1.29,8,True,True,A1,386.77,13.82,15361.54,122.58,22.55,65.298,0.135,18.91,539.37,5.435920177383592,F,3330.0
20221029,20221029aa,9705.0,4.08,9765.0,61.52,10115.0,5.98,7,False,True,A6,572.86,248.35,9735.48,18.88,145.28,120.91,0.392,29.99,1057.62,0.12995594713656386,B,410.0
20221029,20221029at,85675.0,11.49,86025.0,107.99,86215.0,71.98,2,True,True,B1,461.95,170.05,85890.67,137.89,240.79,73.787,0.961,125.34,3987.66,0.5726566717886955,B,540.0
20221029,20221029au,85585.0,16.1,85785.0,152.76,86215.0,76.34,2,True,True,B1,461.95,679.88,85674.17,65.52,571.16,73.787,0.978,208.49,6730.64,0.11471391554030394,B,630.0
20221029,20221029as,84415.0,7.56,84575.0,23.58,84815.0,2.22,1,False,True,A2,532.27,23.88,84561.62,107.22,17.15,460.606,0.239,18.22,600.88,6.251895043731779,F,400.0
20221029,20221029ar,78575.0,9.02,78965.0,95.17,81055.0,20.71,9,True,True,A9,278.98,511.28,78745.17,121.38,1332.15,103.691,0.886,288.63,7187.74,0.09111586533048079,B,2480.0
20221029,20221029ap,77585.0,9.26,78015.0,95.55,81055.0,10.02,9,True,True,A9,278.98,466.4,77773.93,135.11,1320.4,103.691,0.908,463.02,11562.48,0.10232505301423811,B,3470.0
20221029,20221029aq,74335.0,166.48,75045.0,192.73,81055.0,41.51,9,True,True,B1,278.98,264.52,74365.0,1996.35,2135.73,103.691,0.959,1654.88,43698.87,0.9347389417201613,B,6720.0
20221029,20221029ao,56945.0,29.43,57195.0,288.05,59395.0,28.95,1,False,True,B2,376.66,1682.81,57050.16,77.66,941.99,108.434,0.987,681.4,20963.68,0.08244248877376617,B,2450.0
20221029,20221029am,50075.0,3.23,50205.0,31.45,50375.0,3.38,4,True,True,A3,344.37,38.8,50170.73,55.98,49.78,51.379,0.483,20.61,550.37,1.1245480112494977,B,300.0
20221029,20221029an,49805.0,0.0,49825.0,12.97,49845.0,0.89,4,True,True,A1,344.37,57.15,49815.78,2.22,7.47,51.379,0.029,0.95,25.17,0.29718875502008035,F,40.0
20221029,20221029ak,49765.0,10.08,50585.0,101.44,51895.0,10.05,4,True,True,B1,344.37,143.66,50307.73,329.99,447.66,51.379,0.957,221.59,6112.91,0.7371442612697136,B,2130.0
20221029,20221029al,49255.0,23.26,49485.0,33.33,50085.0,3.23,4,True,True,A3,344.37,33.82,49441.97,271.27,47.47,51.379,0.743,67.25,1801.62,5.714556562039182,A,830.0
20221029,20221029aj,37575.0,27.66,38025.0,272.57,38645.0,27.57,1,False,True,B2,471.68,346.85,37897.09,190.09,188.64,341.91,0.964,464.73,15681.95,1.0076865988125532,B,1070.0
20221029,20221029ai,35545.0,93.47,35815.0,890.45,36345.0,175.54,1,False,True,B8,604.03,1816.23,35694.29,100.21,287.74,2686.016,0.973,939.76,40091.98,0.3482657955098352,B,800.0
20221029,20221029ah,34385.0,6.66,34535.0,60.1,34975.0,21.63,1,False,False,A6,662.88,207.04,34468.4,60.26,362.75,104.475,0.771,17.93,663.45,0.16611991729841488,B,590.0
20221029,20221029af,31535.0,0.0,31545.0,0.0,31615.0,0.0,6,True,True,sub-A,571.09,0.0,31536.05,0.19,270.89,663.344,-0.033,-10.37,-343.6,0.0007013917088116949,F,80.0
20221029,20221029ag,28695.0,5.11,28845.0,47.01,30425.0,4.7,6,True,True,A4,571.09,317.86,28756.51,46.98,675.77,663.344,0.112,60.9,2087.65,0.06952069491099043,F,1730.0
20221029,20221029ae,27775.0,0.0,28935.0,53.81,30765.0,5.41,6,True,True,A5,571.09,27807.26,28925.53,0.62,796.68,663.344,0.008,100.65,3451.73,0.0007782296530601998,F,2990.0
20221029,20221029ad,27775.0,0.0,28585.0,41.75,28895.0,4.41,6,True,True,A4,571.09,42.07,28567.75,144.17,18.93,663.344,0.175,86.67,2973.46,7.6159535129424185,F,1120.0
20221029,20221029ac,22055.0,0.55,24435.0,338.33,24975.0,311.83,2,True,True,B3,512.29,2830.34,23189.12,378.43,6571.96,622.922,0.963,880.41,31530.5,0.05758251723991017,B,2920.0
20221029,20221029ab,21105.0,37.86,22055.0,371.72,23605.0,62.68,2,True,True,B3,512.29,459.02,22295.0,580.93,129.05,622.922,0.962,871.36,31048.32,4.501588531576908,A,2500.0
20221028,20221028ap,85295.0,13.57,85535.0,149.67,86215.0,66.04,1,False,True,B1,490.44,768.95,85402.73,75.35,783.43,167.329,0.946,282.64,9345.32,0.09617962038727136,B,920.0
20221028,20221028ao,81145.0,11.33,81795.0,98.25,82495.0,9.8,3,True,True,A9,599.6,99.4,81746.71,321.04,50.16,1172.133,0.547,233.23,8337.62,6.400318979266348,A,1350.0
20221028,20221028an,79875.0,16.55,80615.0,434.33,81075.0,42.32,3,True,True,B4,599.6,503.11,80429.22,236.39,88.4,1172.133,0.893,252.79,9741.82,2.674095022624434,A,1200.0
20221028,20221028ab,7545.0,6.04,8485.0,61.47,9425.0,6.01,6,False,True,A6,346.49,62.47,8403.54,428.95,79.57,72.784,0.864,163.35,4439.39,5.3908508231745635,A,1880.0
20221028,20221028am,73975.0,9.76,74365.0,97.22,75425.0,9.73,3,True,True,A9,577.87,198.6,74195.08,145.44,418.67,207.487,0.831,192.21,6689.68,0.3473857692215826,B,1450.0
20221028,20221028ak,73695.0,29.48,73775.0,371.88,74175.0,38.07,3,True,True,B3,577.87,1377.49,73733.0,24.78,170.81,207.487,0.961,215.07,7927.18,0.14507347345003221,B,480.0
20221028,20221028al,72315.0,10.24,72595.0,114.22,74645.0,11.44,3,True,True,B1,577.87,569.02,72440.32,87.12,872.81,207.487,0.807,181.06,6263.11,0.09981553831876354,B,2330.0
20221028,20221028aj,64735.0,14.19,66565.0,97.44,68475.0,11.95,6,False,True,A9,489.46,98.67,66416.68,919.46,149.17,307.851,0.745,480.77,15540.1,6.163839914191862,A,3740.0
20221028,20221028ah,59415.0,9.18,60105.0,93.9,61155.0,9.3,2,True,True,A9,452.01,129.53,59878.35,278.07,351.7,153.96,0.863,282.8,8791.87,0.7906454364515212,B,1740.0
20221028,20221028ai,58435.0,16.51,61315.0,279.56,61315.0,279.56,2,True,True,B2,452.01,377.31,60685.0,1164.73,1325.2,153.96,0.984,1138.56,37838.97,0.8789088439480833,F,2880.0
20221028,20221028aa,545.0,40.16,955.0,399.82,2085.0,13.85,1,False,True,B3,368.67,656.45,794.79,158.29,302.34,801.851,0.955,714.14,22789.45,0.5235496460938017,B,1540.0
20221028,20221028ag,53445.0,21.72,54165.0,210.26,54165.0,210.26,3,True,True,B2,427.68,4004.8,53755.3,237.78,10431.85,199.913,0.962,279.11,8876.14,0.02279365596706241,F,720.0
20221028,20221028af,52255.0,0.0,53275.0,74.84,53855.0,7.61,3,True,True,A7,427.68,75.57,53239.59,267.26,37.89,199.913,0.793,152.13,4614.48,7.053576141462127,A,1600.0
20221028,20221028ae,49365.0,7.2,49405.0,143.32,49675.0,14.09,1,False,True,B1,423.16,660.78,49386.6,12.42,112.1,258.971,0.847,64.5,1969.34,0.11079393398751115,B,310.0
20221028,20221028ad,30885.0,34.35,31105.0,383.75,32225.0,38.72,1,False,True,B3,347.79,1342.5,30993.51,73.46,469.73,278.479,0.976,748.78,22797.21,0.15638771208992397,B,1340.0
20221028,20221028ac,10495.0,0.0,13745.0,91.78,14935.0,16.81,3,False,True,A9,359.29,93.41,13627.58,631.63,122.56,309.003,0.777,66.45,1952.99,5.153639033942558,A,4440.0
20221027,20221027ap,78695.0,11.09,80185.0,63.49,82005.0,6.41,9,False,True,A6,414.47,68.23,79896.77,762.48,327.62,84.489,0.85,366.27,10863.96,2.3273304438068494,B,3310.0
20221027,20221027an,59275.0,4.12,59505.0,41.53,60125.0,0.64,6,True,True,A4,388.18,60.44,59423.13,90.67,131.67,74.042,0.577,38.7,1102.21,0.6886154780891623,B,850.0
20221027,20221027ao,57895.0,22.2,59545.0,121.64,61495.0,20.58,6,True,True,B1,388.18,141.49,59095.0,826.15,577.77,74.042,0.933,748.83,21976.26,1.4298942485764232,B,3600.0
20221027,20221027al,54195.0,9.24,54645.0,92.18,57435.0,4.33,3,True,True,A9,438.12,300.47,54412.09,152.28,886.11,172.212,0.85,230.25,7090.09,0.17185225310627347,B,3240.0
20221027,20221027am,54085.0,6.56,55295.0,66.23,57725.0,6.62,3,True,True,A6,438.12,90.91,55519.73,734.18,355.2,172.212,0.613,122.73,3723.57,2.0669481981981983,B,3640.0
20221027,20221027ak,51535.0,34.5,53255.0,255.84,55115.0,25.69,3,True,True,B2,438.12,259.85,53107.27,849.74,154.42,172.212,0.977,1357.33,44075.33,5.502784613392048,A,3580.0
20221027,20221027ai,44035.0,13.54,44305.0,143.24,45425.0,14.34,3,True,True,B1,396.38,424.55,44169.31,91.28,465.74,145.395,0.925,292.39,8708.89,0.19598917851161593,B,1390.0
20221027,20221027aj,43265.0,85.27,43665.0,89.1,46495.0,9.88,3,True,True,A8,396.38,90.81,43405.35,1318.07,266.64,145.395,0.863,573.04,16899.47,4.943256825682568,A,3230.0
20221027,20221027ah,37675.0,1.91,37985.0,17.89,38305.0,1.91,1,False,True,A1,656.03,18.23,37960.53,146.12,28.95,20733.288,-0.003,19.7,720.07,5.0473229706390335,F,630.0
20221027,20221027ag,31855.0,46.36,32185.0,479.25,33145.0,47.39,1,False,True,B4,431.02,1046.54,32035.66,119.13,383.44,387.143,0.984,860.17,29396.13,0.3106874608804506,B,1290.0
